label,message
ham,Okay but i thought you were the expert
ham,I had askd u a question some hours before. Its answer
ham,God bless.get good sleep my dear...i will pray!
ham,Come by our room at some point so we can iron out the plan for this weekend
ham,Oh ho. Is this the first time u use these type of words
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
ham,Lol no ouch but wish i'd stayed out a bit longer
ham,Okie
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
ham,What time you coming down later? 
ham,Kay... Since we are out already 
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,No no. I will check all rooms befor activities
ham,I know she called me
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
ham,"Sounds good, keep me posted"
ham,Well you told others you'd marry them...
ham,"sorry, no, have got few things to do. may be in pub later."
ham,"Yes..but they said its IT.,"
ham,I know a few people I can hit up and fuck to the yes
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
ham,"Yup, leaving right now, be back soon"
ham,Ard 515 like dat. Y?
ham,Nice.nice.how is it working?
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Alright i have a new goal now
ham,I cant pick the phone right now. Pls send a message
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
ham,That one week leave i put know that time. Why.
ham,* Am on a train back from northampton so i'm afraid not!
ham,Am surfing online store. For offers do you want to buy any thing.
ham,Did either of you have any idea's? Do you know of anyplaces doing something?
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,I donno its in your genes or something
ham,I went to project centre
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
ham,No da. . Vijay going to talk in jaya tv
ham,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..
ham,Hey i've booked the pilates and yoga lesson already... Haha
ham,Company is very good.environment is terrific and food is really nice:)
ham,Ok then u tell me wat time u coming later lor.
ham,Webpage s not available!
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,I think the other two still need to get cash but we can def be ready by 9
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
ham,Ok...
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
ham,I'm very happy for you babe ! Woo hoo party on dude!
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,S.this will increase the chance of winning.
ham,Oh ok no prob..
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
ham,Mmm so yummy babe ... Nice jolt to the suzy
ham,Oh thanks a lot..i already bought 2 eggs ..
ham,K.:)do it at evening da:)urgent:)
ham,Wat time do u wan 2 meet me later?
ham,Oops. 4 got that bit.
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
ham,Lol I would but despite these cramps I like being a girl.
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
spam,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
ham,Same to u...
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
ham,"Mostly sports type..lyk footbl,crckt.."
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
ham,Sry da..jst nw only i came to home..
ham,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,* Will be september by then!
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,I have lost 10 kilos as of today!
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
ham,7 lor... Change 2 suntec... Wat time u coming?
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
ham,And now electricity just went out fml.
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
ham,If you're not in my car in an hour and a half I'm going apeshit
ham,Water logging in desert. Geoenvironmental implications.
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak
ham,When ü login dat time... Dad fetching ü home now?
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
ham,I wanna watch that movie
ham,"Received, understood n acted upon!"
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Also are you bringing galileo or dobby
ham,There's no point hangin on to mr not right if he's not makin u happy
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
ham,All sounds good. Fingers . Makes it difficult to type
ham,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx"
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
ham,Tell them u have a headache and just want to use 1 hour of sick time.
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,"Not sure yet, still trying to get a hold of him"
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
ham,Two teams waiting for some players
ham,I am in hospital da. . I will return home in evening
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,"When you get free, call me"
ham,"I've got  &lt;#&gt; , any way I could pick up?"
ham,Ok thanx...
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
ham,That's the way you should stay oh.
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,I will come to ur home now
ham,Then u go back urself lor...
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
ham,What year. And how many miles.
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
ham,"Aight, I'll ask a few of my roommates"
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
ham,Do u noe how 2 send files between 2 computers?
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,What r u cooking me for dinner?
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Gud mrng dear hav a nice day
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
ham,Good night my dear.. Sleepwell&amp;Take care
ham,Every day i use to sleep after  &lt;#&gt;  so only.
ham,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
ham,Dunno dat's wat he told me. Ok lor...
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
ham,if you text on your way to cup stop that should work. And that should be BUS
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,Are u awake? Is there snow there?
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
ham,Apart from the one i told you about yesterday?
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
ham,I'm at home. Please call
ham,Cramps stopped. Going back to sleep
ham,K:)eng rocking in ashes:)
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,Too late. I said i have the website. I didn't i have or dont have the slippers
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
spam,100 dating service cal;l 09064012103 box334sk38ch
ham,I dont know oh. Hopefully this month.
ham,Going on nothing great.bye
spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
ham,I love working from home :)
ham,Don know..he is watching film in computer..
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
ham,What is important is that you prevent dehydration by giving her enough fluids
ham,Asking do u knw them or nt? May be ur frnds or classmates?
ham,Just glad to be talking to you.
ham,"Cool, I'll text you in a few"
ham,K:)all the best:)congrats...
ham,Well there's still a bit left if you guys want to tonight
ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out."
ham,K still are you loving me.
ham,So i asked how's anthony. Dad. And your bf
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
ham,Was the actual exam harder than NBME
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,Thanks for loving me so. You rock
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,I have a rather prominent bite mark on my right cheek
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham,Me i'm not workin. Once i get job...
ham,No but the bluray player can
ham,Morning only i can ok.
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
ham,This is all just creepy and crazy to me.
ham,They just talking thats it de. They wont any other.
ham,I will come tomorrow di
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
ham,Ill call you evening ill some ideas.
ham,Lol enjoy role playing much?
ham,"As in missionary hook up, doggy hook up, standing...|"
ham,When u wana see it then
ham,Everybody had fun this evening. Miss you.
ham,I can't make it tonight
ham,She.s find. I sent you an offline message to know how anjola's now.
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham,Hmmm.but you should give it on one day..
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,No chikku nt yet.. Ya i'm free
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
ham,Sac needs to carry on:)
ham,I have to take exam with in march 3
ham,Yep. I do like the pink furniture tho.
ham,Wat's da model num of ur phone?
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
ham,Sorry i'm not free...
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ham,Hi:)cts employee how are you?
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX
ham,Dude got a haircut. Now its breezy up there
ham,Yes there were many sweets
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,Ofcourse I also upload some songs
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,When are you going to ride your bike?
ham,Will ü b going to esplanade fr home?
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
ham,Lol ok your forgiven :)
ham,R u over scratching it?
ham,Does uncle timi help in clearing cars
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
ham,I cant pick the phone right now. Pls send a message
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
ham,Good morning princess! Happy New Year!
ham,Then. You are eldest know.
spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
ham,Anything lar...
ham,Geeeee ... I love you so much I can barely stand it
ham, &lt;#&gt;  mins but i had to stop somewhere first.
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,I did. One slice and one breadstick. Lol
ham,Headin towards busetop
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,What you doing?how are you?
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
ham,Holy living christ what is taking you so long
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,Oooh bed ridden ey? What are YOU thinking of?
ham,WHAT TIME U WRKIN?
ham,Then ü come n pick me at 530 ar?
ham,"G says you never answer your texts, confirm/deny"
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
spam,88066 FROM 88066 LOST 3POUND HELP
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
ham,Ok i msg u b4 i leave my house.
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
ham,PS U no ur a grown up now right?
ham,Sac will score big hundred.he is set batsman:-)
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
spam,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
ham,Mmmm.... I cant wait to lick it!
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
ham,"Just arrived, see you in a couple days &lt;3"
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
ham,East coast
ham,Hi where you. You in home or calicut?
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 
ham,Tmr timin still da same wat cos i got lesson until 6...
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
ham,How much for an eighth?
ham,Jus finish blowing my hair. U finish dinner already?
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
ham,Lol for real. She told my dad I have cancer
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
ham,Cheers for the card ... Is it that time of year already?
ham,Convey my regards to him
ham,I want to be there so i can kiss you and feel you next to me
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,I've sent ü my part..
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
ham,"Just wondering, the others just took off"
ham,K I'll be there before 4.
ham,Not course. Only maths one day one chapter with in one month we can finish.
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,Okie... Thanx...
ham,How are you. Its been ages. How's abj
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,Unni thank you dear for the recharge..Rakhesh
ham,How is your schedule next week? I am out of town this weekend.
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
